ç
Nome,Designação,Bairro,Artes Cênicas,Artes Industriais,Artes Plasticas,Ciências,Educação Física,Educação Musical,Educação Para O Lar,Espanhol,Francês,Geografia,História,Inglês,Língua Portuguesa,Matemática,Técnicas Agrícolas,Técnicas Comerciais,Educação Infantil,Ensino Fundamental,Ensino Religioso,Professor II,Séries Atendidas,Latitude,Longitude
ENGENHEIRO WAGNER GASPAR EMERY,"0918201",Inhoaíba,0,0,1,1,6,0,0,0,0,1,0,3,1,1,0,0,0,0,0,40,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.914054713043","-43.6013117909232"
CLEMENTINA DE JESUS,"0918203",Campo Grande,1,0,0,2,4,0,0,0,0,2,0,1,2,3,0,0,5,0,0,27,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Classe Especial/Creche/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9248081257485","-43.5662728812971"
CLAUDIO MANOEL DA COSTA,"0918205",Cosmos,1,0,2,3,6,0,0,0,0,1,1,4,4,2,0,0,1,2,0,23,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 2A/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9119599387315","-43.6185299700994"
PROFESSOR GONCALVES,"0918501",Campo Grande,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,1,12,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola,"-22.9127251799435","-43.5430427180588"
PRESIDENTE NEREU RAMOS,"0918502",Campo Grande,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,11,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,"-22.93024865262","-43.5483502150328"
LAMARTINE BABO,"0918503",Campo Grande,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,6,7,1,24,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Creche/Pré-Escola,"-22.9083054599718","-43.5401964790792"
FRANCISCO CAVALCANTE PONTES DE MIRANDA,"0918504",Campo Grande,0,0,2,0,4,0,0,0,0,0,0,1,0,1,2,0,0,15,0,13,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Pré-Escola,"-22.8982615241565","-43.5348124467526"
ANITA MALFATTI,"0918505",Campo Grande,0,0,1,1,8,0,0,0,0,1,0,1,2,1,0,0,0,13,0,35,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9269292981549","-43.5559680301968"
RAYMUNDO OTTONI DE CASTRO MAYA,"0918506",Campo Grande/Benjamin Dumont,0,0,0,1,5,0,0,0,0,1,0,1,1,1,0,0,0,9,0,29,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.9108382635553","-43.5835948154353"
PROFESSOR DARCY RIBEIRO,"0918507",Campo Grande,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,6,10,1,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Creche/Pré-Escola,"-22.886812743991","-43.586982785371"
DOUTOR ERNESTO (CHE) GUEVARA,"0918508",Campo Grande     /  Centro,0,0,2,2,5,0,0,0,0,1,1,1,2,3,1,0,1,10,3,29,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola,"-22.8862756171079","-43.5561841697094"
NELSON MANDELA,"0918509",Campo Grande,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,6,8,0,22,1º Ano/2º Ano/3º Ano/Classe Especial/Creche/Pré-Escola,"-22.8950904230932","-43.5701321880378"
ARMINDO MARCÍLIO DOUTEL DE ANDRADE,"0918510",Campo Grande,0,0,1,1,7,0,0,0,0,0,1,2,1,2,0,0,0,8,1,31,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,"-22.8901106841997","-43.580453041297"
HERIVELTO MARTINS,"0918511",Santíssimo,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,10,0,20,1º Ano/2º Ano/3º Ano/Classe Especial/Pré-Escola,"-22.8860038845574","-43.5284268331393"
ALEGRIA DE NOVA CIDADE,"0918601",Inhoaíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Creche/PIC,"-22.9026622645756","-43.5902512813475"
VITÓRIA DA PAZ,"0918602",Inhoaíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,Creche/PIC,"-22.919221386322","-43.601617929958"
SEMPRE VIDA ELZA RABELO DE ANDRADE,"0918603",Cosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,Creche,"-22.9181206376437","-43.6209696517945"
VERA PACHECO JORDÃO,"0918604",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,Creche,"-22.914099433044","-43.5849440065172"
SEMPRE VIDA PROFESSORA EUGENIA MARIA VELOSO MARCHESI,"0918605",Inhoaíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,Creche/PIC,"-22.8963375016066","-43.5921885476742"
CECÍLIA MEIRELES,"0918606",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Creche,"-22.8913489461669","-43.5612557265024"
SONHO FELIZ,"0918607",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche/PIC,"-22.8541068790428","-43.5285304308757"
JARDIM MONTE SANTO,"0918608",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,Creche/Pré-Escola,"-22.9118667280705","-43.53257193121"
ADÉLIA VIEIRA,"0918609",Inhoaíba - Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,Creche,"-22.8875288278892","-43.5868489250833"
ESPERANÇA DO AMANHÃ,"0918610",Cosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,Creche,"-22.9028226978373","-43.6178631237431"
MÁRIO LOMBARDI,"0918611",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,Creche,"-22.8830450566765","-43.6042156949358"
PROFESSORA FLORA SANTINA FERRARI BRAZ,"0918613",Santíssimo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,Creche/PIC,"-22.8773502221083","-43.5233241830842"
ZÉLIA CHAUKE CURI,"0918614",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,Creche,"-22.9130588432808","-43.5305348904503"
MARCELO CARDOSO TOMÉ,"0918615",Inhoaíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Creche/PIC,"-22.9072664759873","-43.6036115906117"
PADRE VALTER DA COSTA SANTOS,"0918616",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,Creche/Pré-Escola,"-22.8765669402001","-43.5801139121558"
CRIANDO O FUTURO,"0918617",Inhoaíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche,"-22.9106688763322","-43.5898270957858"
ESPERANÇA DA VILA SÃO JORGE,"0918618",Cosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,Creche/PIC,"-22.9137685411798","-43.6062911588079"
RAUL CORTEZ,"0918619",campo Grande,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,3,Creche/PIC,"-22.8991813330307","-43.533767355928"
EMÍLIO IBRAHIM LÁZARO JUBRAM DIB,"0918620",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,Creche/PIC,"-22.919422622614","-43.5550683244834"
BIANCA ROCHA TAVARES,"0918801",Cosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,Creche/PIC,"-22.9169633041426","-43.6176887993542"
PINTANDO O SETE,"0918802",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,Creche,"-22.8807897092943","-43.6129826776035"
LUDMILA MÁXIMO MOREIRA CARDOSO,"0918803",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,Creche/Pré-Escola,"-22.9121516049425","-43.5781709896828"
RENAN DE SOUZA LEAL,"0918804",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,Creche,"-22.879329","-43.613714"
CANTORA CESÁRIA ÉVORA,"0918805",Inhoaiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,Creche,"-22.895660504611","-43.5839821730674"
COMENDADOR SERAFIM SOFIA,"0918806",Cosmos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,Creche,"-22.9090766106625","-43.6184243909823"
URBANO DE FREITAS,"0918807",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,Creche/Pré-Escola,"-22.8927129209222","-43.5674217248678"
PROFESSORA MARTA REGINA PERROTTA,"0918808",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"",""
CAMPO GRANDE,"0918809",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Pré-Escola,"-22.8743418","-43.5233633"
DOM BOSCO,"0918810",Campo Grande,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Pré-Escola,"-22.8851703","-43.5792084"
ISABEL,"0918811",Inhoaíba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Pré-Escola,"-22.9122664","-43.593463"
PROFESSOR JORGE EUCLIDES PEREIRA NUNES,"0918812",Inhoaíba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,Pré-Escola,"-22.9035393","-43.2095869"
PROFESSOR MARCO ALTINO DE OLIVEIRA,"0918813",Carobinha -Campo Grande,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,Creche/Pré-Escola,"",""
PROFESSOR NESTOR MANOEL PINTO,"0918814",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,Creche/Pré-Escola,"-22.923222","-43.540640"
PROFESSORA SIRLÉIA SILVA REIS,"0918815",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,Creche/Pré-Escola,"",""
PROFESSOR JOÃO FERNANDES FILHO,"0918816",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,Creche,"",""
PROFESSORA EUGÊNIA DE ALMEIDA AZEVEDO,"0918817",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Creche,"-22.871460","-43.577195"
FRANCISCO JOSÉ DE MORAES,"0918818",Inhoaíba,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,Creche/Pré-Escola,"-22.8847705","-43.6214471"
JOARI,"0918819",Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,Creche/Pré-Escola,"-22.9138026","-43.5522149"
ALMO SATURNINO,"0918820",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,Creche/Pré-Escola,"-22.9133707","-43.5800824"
PROFESSOR ENYR PORTILHO DE AVELLAR,"0918821",Campo Grande,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,Creche/Pré-Escola,"-22.9035393","-43.2095869"
PROFESSOR COQUEIRO,"1019001",Santa Cruz,0,0,2,0,9,0,0,0,0,0,0,2,0,0,0,0,1,0,0,40,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/Pré-Escola/Realfabetização 1,"-22.9216460745207","-43.6804892049543"
GENERAL GOMES CARNEIRO,"1019002",Santa Cruz,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,22,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,"-22.9342326281615","-43.6646657492815"
PROFESSOR ARTHUR THIRE,"1019003",Paciência,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,14,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,"-22.9484781932021","-43.6451002723325"
PROFESSOR JOAO GUALBERTO JORGE DO AMARAL,"1019004",Paciência,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.9198736393805","-43.6232891329556"
REPUBLICA ARABE DA SIRIA,"1019005",Paciência,0,0,0,2,1,1,0,0,0,2,1,0,5,3,1,0,0,1,0,3,6º Ano/7º Ano/8º Ano/9º Ano,"-22.9212538833437","-43.6392745614427"
VIVALDO RAMOS DE VASCONCELOS,"1019006",Paciência,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,17,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano,"-22.9206791870278","-43.6397462327808"
ANDRE VIDAL DE NEGREIROS,"1019007",Santa Cruz,0,0,3,5,2,2,0,1,0,6,6,4,10,9,0,0,0,2,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,"-22.9209059240852","-43.6802029531787"
EDUARDO RABELO,"1019008",Santa Cruz,1,0,3,7,3,0,0,3,0,4,7,1,11,6,0,0,0,4,0,2,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,"-22.9346095865193","-43.6649702487952"
PREFEITO JOAO CARLOS VITAL,"1019009",Santa Cruz,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9233769744063","-43.6908086639984"
JOSE DE MELLO,"1019010",Santa Cruz,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9226205125603","-43.6888237396913"
RONALD DE CARVALHO,"1019011",Santa Cruz,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,16,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,"-22.9360748382815","-43.6998326804124"
TENENTE RENATO CESAR,"1019012",Santa Cruz,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial,"-22.9386895619173","-43.6858053661008"
BENTO DO AMARAL COUTINHO,"1019013",Santa Cruz,1,0,2,5,4,0,0,0,0,5,4,2,7,5,0,0,0,1,0,5,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.9388760313167","-43.6862680197303"
CORONEL BERTHIER,"1019014",Santa Cruz,0,0,1,3,4,0,0,0,0,2,3,2,5,2,0,0,0,1,0,8,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano,"-22.9237480203964","-43.7043480677868"
PRINCESA ISABEL,"1019015",Santa Cruz,0,0,1,1,1,0,0,2,0,1,1,3,4,3,0,0,0,9,0,1,7º Ano/8º Ano/9º Ano,"-22.9231694107926","-43.6926561922286"
ALDEBARA,"1019016",Santa Cruz,0,0,1,3,4,0,0,0,0,3,2,1,5,2,0,0,0,5,0,5,6º Ano/7º Ano/8º Ano/9º Ano,"-22.9218721124591","-43.6551068377636"
OTELO DE SOUZA REIS,"1019017",Santa Cruz,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,20,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,"-22.9211290548431","-43.6612188676604"
HAYDEA VIANNA FIUZA DE CASTRO,"1019018",Paciência,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,7,4,0,17,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Creche/Pré-Escola,"-22.929541742911","-43.6504025037346"
FERNANDO DE AZEVEDO,"1019019",Santa Cruz,0,0,3,6,3,1,0,1,0,5,6,4,11,8,2,0,0,1,0,4,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,"-22.9225804076678","-43.6919551440338"
PROFESSORA MARIA SANTIAGO,"1019020",Santa Cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,12,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9313968764879","-43.6721167235843"
PROFESSORA SILVIA DE ARAUJO TOLEDO,"1019021",Santa Cruz,0,0,0,3,4,0,0,0,0,2,3,3,3,1,0,0,0,7,0,5,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,"-22.9296259662188","-43.6525221197368"
LUIS CAETANO DE OLIVEIRA,"1019022",Santa Cruz,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,22,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,"-22.935429855619","-43.6632490636575"
PESTALOZZI,"1019023",Santa Cruz,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9152322254637","-43.6793763187659"
JULIO CESARIO DE MELO,"1019024",Santa Cruz,0,0,2,0,3,1,0,0,0,0,0,1,0,0,0,0,2,5,0,38,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,"-22.9537634506162","-43.6829002117965"
NAIR DA FONSECA,"1019025",Sepetiba,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,"-22.9687416813726","-43.7076736389167"
NELSON ROMERO,"1019026",Sepetiba,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,18,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,"-22.971254528387","-43.6969768505029"
FELIPE CAMARAO,"1019027",Sepetiba,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,"-22.9757186148646","-43.6944591538655"
PROFESSOR DARCY ARAUJO DE MIRANDA,"1019028",Santa Cruz,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,11,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,"-22.9156689575712","-43.679344444977"
ESC. ESP. DOUTOR HELIO PELLEGRINO,"1019029",Santa Cruz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,Classe Especial/Pré-Escola,"-22.9213275067647","-43.6798263076055"
PROFESSORA MARIA HELENA ALVES PORTILHO,"1019030",Santa Cruz,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,9,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,"-22.8990594111921","-43.7222555845261"
MARECHAL PEDRO CAVALCANTI,"1019031",Paciência,0,0,1,8,4,2,0,2,0,6,4,4,11,9,0,0,0,2,0,6,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3/Classe Especial/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,"-22.9243685075121","-43.6325146656093"
MIGUEL CALMON,"1019032",Paciência,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.9220295865643","-43.6343313115241"
ESPANHA,"1019033",Paciência,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Realfabetização 1,"-22.9146212736984","-43.6367428913621"
RIBEIRO COUTO,"1019034",Paciência,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,"-22.9171772948781","-43.6417971531981"
IPEG,"1019035",Santa Cruz,1,0,0,3,2,1,0,3,0,5,4,1,8,8,0,0,0,9,0,2,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3,"-22.8860677525705","-43.6382807500615"
DOUTOR JOSE ANTONIO CIRAUDO,"1019036",Paciência,0,0,2,3,3,0,0,0,0,2,5,1,5,1,0,0,0,5,0,4,6º Ano/7º Ano/8º Ano/9º Ano/Classe Especial/Realfabetização 2,"-22.9134483308145","-43.6293892198003"
FRANCISCO CALDEIRA DE ALVARENGA,"1019037",Paciência,0,0,2,4,3,1,0,1,0,3,6,1,5,3,0,0,0,3,0,3,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3/Realfabetização 2,"-22.9125990766481","-43.6509844419916"
PEDRO MOTA LIMA,"1019038",Cosmos,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.9049963299307","-43.6182737973981"
PROFESSORA LEILA MEHL MENEZES DE MATTOS,"1019039",Santa Cruz,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8727026619667","-43.627355163413"
GANDHI,"1019040",Santa Cruz,0,0,2,2,3,1,0,1,0,4,2,1,5,6,0,0,0,1,0,2,7º Ano/8º Ano/9º Ano,"-22.874387347769","-43.6308680690253"
LOURDES DE LIMA ROCHA,"1019041",Santa Cruz,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,"-22.901587057903","-43.6547489667106"
FRANKLIN TAVORA,"1019042",Santa Cruz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.8773880214481","-43.6433068401037"
PROFESSORA FLAVIA DOS SANTOS SOARES,"1019043",Paciência,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.9135424783716","-43.6530592328599"
SOCRATES GALVEAS,"1019044",Santa Cruz,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,1,2,0,19,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Pré-Escola,"-22.9178751634246","-43.6932020186213"
PONTE DOS JESUITAS,"1019045",Santa Cruz,0,0,1,1,3,1,0,0,0,1,1,1,2,2,0,0,0,2,0,15,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Pré-Escola/Realfabetização 1,"-22.873034132945","-43.6762368717721"
PROFESSORA ZULMIRA TELLES DA COSTA,"1019046",Santa Cruz,0,0,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,10,2,7,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,"-22.9011414439428","-43.7118827611155"
JOAQUIM DA SILVA GOMES,"1019047",Santa Cruz,1,0,0,7,6,1,0,1,0,2,7,4,12,8,0,0,0,2,0,1,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/PEJA II - Bloco 1/PEJA II - Bloco 2,"-22.9096919602189","-43.6877559850429"
JAPAO,"1019048",Santa Cruz,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,17,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,"-22.9021136739167","-43.7178268640366"
MERALINA DE CASTRO,"1019049",Santa Cruz,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,16,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Creche/Pré-Escola,"-22.9068954929886","-43.6813673035636"
ROBERTO COELHO,"1019050",Santa Cruz,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola,"-22.895059891684","-43.7135707734048"
MARINHEIRO JOAO CANDIDO,"1019051",Santa Cruz,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,12,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,"-22.8994762517322","-43.7031427848293"
LIBERDADE,"1019052",Santa Cruz,0,0,1,3,3,1,0,2,0,4,3,2,7,4,0,0,0,1,0,3,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Realfabetização 2,"-22.9030988104925","-43.7082346292397"
EMILIANO GALDINO,"1019053",Santa Cruz,1,0,1,3,3,1,0,1,0,3,3,1,4,5,0,0,0,1,0,5,5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3,"-22.9036947976039","-43.672186557605"
ADALGIZA NERI,"1019054",S. Fernando    Santa Cruz,0,0,2,1,5,0,0,1,0,2,2,2,4,3,0,0,0,1,0,12,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano,"-22.8883258988083","-43.7159377075575"
SINDICALISTA CHICO MENDES,"1019055",Santa Cruz,1,0,1,4,2,0,0,3,0,4,0,2,6,6,0,0,0,1,0,4,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Realfabetização 2,"-22.9067134932663","-43.7024636909608"
